$InterTypeFields,$InterTypeConstructors,$AspectConstructors,$InterfaceMethods,$Advice,$ClassFields,$CodeFormatter,$AspectFields,$States,$InterfaceFields,$Base,$InterTypeMethods,$Classes,$ClassMethods,$Aspects,$AspectMethods,$Interfaces,$ClassConstructors,$Pointcuts,$<AnalysisTime
1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,116800000.0
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,117260000.0
1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,115200000.0
0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,120350000.0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,123490000.0
0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,119860000.0
1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,122565000.0
0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,120190000.0
1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,155770000.0
0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,115825000.0
1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,122110000.0
0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,116330000.0
1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,117700000.0
0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,154070000.0
0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,118790000.0
1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,116680000.0
0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,117640000.0
0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,116710000.0
0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,115980000.0
0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,122580000.0
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,120230000.0
1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,119770000.0
1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,152730000.0
1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,117930000.0
0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,116440000.0
0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,118680000.0
0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,116640000.0
0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,120665000.0
1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,115720000.0
0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,122890000.0
0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,115890000.0
0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,119180000.0
0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,122110000.0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,116800000.0
0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,119105000.0
0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,119550000.0
1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,117500000.0
1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,116060000.0
1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,116610000.0
1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,116920000.0
0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,116220000.0
1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,117170000.0
0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,118640000.0
1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,123460000.0
0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,122195000.0
1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,125810000.0
1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,119685000.0
1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,119700000.0
0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,116530000.0
0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,120505000.0
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,117230000.0
0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,118085000.0
0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,117930000.0
0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,120200000.0
1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,117170000.0
1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,115580000.0
1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,119200000.0
0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,116915000.0
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,116220000.0
1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,143420000.0
1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,155090000.0
0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,116605000.0
0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,119430000.0
0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,120240000.0
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,119350000.0
0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,117075000.0
1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,116260000.0
0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,155600000.0
1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,117700000.0
1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,120080000.0
1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,117230000.0
1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,121980000.0
1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,120270000.0
1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,122455000.0
0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,119970000.0
1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,118850000.0
0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,118010000.0
0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,119770000.0
1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,116180000.0
1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,117860000.0
1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,118790000.0
0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,123560000.0
1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,116060000.0
0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,119440000.0
1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,121410000.0
1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,118835000.0
0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,119960000.0
0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,120270000.0
1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,125925000.0
1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,116300000.0
0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,119505000.0
1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,118345000.0
1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,144460000.0
1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,119150000.0
1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,152110000.0
0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,116730000.0
0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,115200000.0
1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,128345000.0
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,117160000.0
1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,118245000.0
0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,120980000.0
0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,123395000.0
1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,115200000.0
0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,117010000.0
1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,117620000.0
0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,117620000.0
1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,119280000.0
0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,118320000.0
0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,118770000.0
0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,117075000.0
1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,116525000.0
1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,118060000.0
0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,121490000.0
1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,116230000.0
1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,117250000.0
1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,119050000.0
0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,118945000.0
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,117070000.0
1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,117200000.0
1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,119760000.0
0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,153650000.0
0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,116995000.0
0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,119820000.0
1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,152860000.0
0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,117400000.0
0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,151410000.0
0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,118030000.0
0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,117545000.0
0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,116060000.0
1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,154690000.0
1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,116840000.0
0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,116295000.0
0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,119770000.0
1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,120215000.0
1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,124140000.0
0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,121130000.0
1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,127005000.0
0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,118010000.0
0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,116750000.0
1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,117400000.0
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,116840000.0
1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,121005000.0
0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,116270000.0
0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,127870000.0
0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,116850000.0
0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,122580000.0
1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,116690000.0
0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,118715000.0
1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,120895000.0
1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,122110000.0
0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,147685000.0
0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,117640000.0
1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,118400000.0
1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,122490000.0
0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,121285000.0
0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,117540000.0
1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,116685000.0
1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,123520000.0
1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,121010000.0
1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,116200000.0
1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,117720000.0
1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,117775000.0
0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,119460000.0
0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,117900000.0
1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,120710000.0
0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,117280000.0
1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,117075000.0
1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,122065000.0
0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,119770000.0
0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,118875000.0
0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,119800000.0
0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,114910000.0
1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,118710000.0
1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,124920000.0
1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,144285000.0
0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,156250000.0
1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,120100000.0
0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,120750000.0
1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,117950000.0
1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,116890000.0
1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,116170000.0
0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,118280000.0
1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,116295000.0
0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,128385000.0
0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,115900000.0
1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,121800000.0
0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,120080000.0
0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,118710000.0
1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,117040000.0
0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,118010000.0
0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,115980000.0
1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,123520000.0
0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,123685000.0
0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,117775000.0
0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,119940000.0
0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,117385000.0
0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,116450000.0
1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,119960000.0
0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,118520000.0
1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,117775000.0
0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,117935000.0
0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,117230000.0
1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,115690000.0
1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,118170000.0
0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,119050000.0
0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,144480000.0
1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,116200000.0
1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,116730000.0
1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,117070000.0
0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,114745000.0
1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,125045000.0
1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,121200000.0
1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,116250000.0
1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,155830000.0
0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,121100000.0
1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,117230000.0
1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,121705000.0
1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,147575000.0
0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,118375000.0
1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,119150000.0
1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,118710000.0
1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,119600000.0
0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,115320000.0
1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,122240000.0
0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,117310000.0
0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,118475000.0
0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,116530000.0
1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,147730000.0
0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,121360000.0
0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,120490000.0
1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,119940000.0
0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,119490000.0
0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,118170000.0
0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,119085000.0
1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,117230000.0
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,129245000.0
0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,146450000.0
0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,146955000.0
1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,121810000.0
1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,120160000.0
0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,117230000.0
0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,116250000.0
0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,116920000.0
1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,118700000.0
0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,117240000.0
0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,118085000.0
1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,118210000.0
1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,116980000.0
1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,117070000.0
0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,117545000.0
0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,118390000.0
1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,117745000.0
0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,117060000.0
0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,116220000.0
0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,117305000.0
1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,119255000.0
0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,115200000.0
1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,121450000.0
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,129440000.0
0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,116640000.0
0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,117510000.0
1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,119570000.0
1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,122465000.0
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,117270000.0
0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,116760000.0
1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,117230000.0
0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,116050000.0
1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,117620000.0
0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,119335000.0
1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,115960000.0
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,116995000.0
0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,117305000.0
0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,118010000.0
0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,118240000.0
1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,120400000.0
0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,116580000.0
0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,121110000.0
1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,120130000.0
0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,115630000.0
1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,119890000.0
1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,116240000.0
0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,119355000.0
0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,118720000.0
1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,118715000.0
1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,120580000.0
0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,119760000.0
0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,124210000.0
1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,120090000.0
0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,122080000.0
1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,121950000.0
0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,117775000.0
0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,120050000.0
0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,118680000.0
0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,118135000.0
1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,115610000.0
1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,119105000.0
0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,116530000.0
1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,123930000.0
0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,120240000.0
0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,115380000.0
0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,120240000.0
0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,116390000.0
1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,116685000.0
0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,115950000.0
1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,147385000.0
0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,123360000.0
0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,125080000.0
0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,124280000.0
1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,118480000.0
1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,117540000.0
0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,117075000.0
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,119730000.0
1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,120900000.0
0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,118910000.0
